candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_mean	plddt_std	struct_pass	rg	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	n_cys_sg	n_disulfide_pairs	disulfide_pairs	gravy_1_20	priority_score_simple
Heteronyx_sp_1	Heteronyx_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Heteronyx_sp/GKKG00000000.toxin_renomeado.fasta	1	0.996743	82	7	0.08536585365853659	C-x(6)-C-x(11)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	6,11,15,7,12,3	1.0	-0.2304878048780489	0.12195121951219512	34.017073170731706	SP(Sec/SPI)	1	76.31399358395728	22.260107216530297	1.0	19.68648546334699	0.0	0.0	0.0	0.0	7.0	3.0	A26-A79;A38-A62;A54-A75	-0.2304878048780489	0.7429801059111127
Elateroides_flabellicornis_4	Elateroides_flabellicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elateroides_flabellicornis/Elateroides_flabellicornis.fas.pasta.toxin_renomeado.fasta	1	0.993653	96	7	0.07291666666666667	C-x(37)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	37,8,15,7,12,3	7.1	-0.20833333333333326	0.08333333333333334	10.327083333333333	SP(Sec/SPI)	1	74.52919938153457	29.24791847651338	1.0	26.896806461507644	0.0	0.0	0.0	0.0	7.0	3.0	A43-A93;A52-A76;A68-A89	-0.20833333333333326	0.7420521651205032
Serica_brunnea_1	Serica_brunnea	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Serica_brunnea/Serica_brunnea.fas.pasta.toxin_renomeado.fasta	1	0.998908	91	7	0.07692307692307693	C-x(18)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	18,8,15,7,12,3	6.0	-0.2615384615384616	0.10989010989010989	37.93747252747251	SP(Sec/SPI)	1	78.29286924817346	27.385861121212745	1.0	23.78944035040515	0.0	0.0	0.0	0.0	7.0	3.0	A37-A87;A46-A70;A62-A83	-0.2615384615384616	0.7365014038896645
Cicindela_hybrida_1	Cicindela_hybrida	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Cicindela_hybrida/Cicindela_hybrida.fas.pasta.toxin_renomeado.fasta	0	0.052922	78	7	0.08974358974358974	C-x(8)-C-x(3)-C-x(7)-C-x(10)-C-x(6)-C-x(13)-C	8,3,7,10,6,13	3.0999999999999996	-0.2666666666666666	0.12820512820512822	38.591025641025624	OTHER	0	73.95097401544645	21.561175782640916	1.0	18.591713009988947	0.0	0.0	0.0	0.0	7.0	3.0	A21-A51;A25-A44;A33-A65	-0.2666666666666666	0.7273133324745137
Scitalia_sp_2	Scitalia_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Scitalia_sp/GKKH00000000.toxin_renomeado.fasta	1	0.999042	84	6	0.07142857142857142	C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	8,15,7,12,3	5.1	-0.28214285714285703	0.13095238095238096	29.76559523809523	SP(Sec/SPI)	1	77.63279394557458	27.025972893764926	1.0	24.480218148318972	0.0	0.0	0.0	0.0	6.0	3.0	A31-A81;A40-A64;A56-A77	-0.28214285714285703	0.7272962705782222
Migdolus_fryanus_1	Migdolus_fryanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Migdolus_fryanus/Migdolus_fryanus.fas.pasta.toxin_renomeado.fasta	1	0.999369	91	7	0.07692307692307693	C-x(10)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	10,10,15,7,12,7	2.0999999999999996	-0.3318681318681318	0.14285714285714288	14.97582417582418	SP(Sec/SPI)	1	82.94888900612105	20.065965143931354	1.0	19.35181784016361	0.0	0.0	0.0	0.0	7.0	3.0	A30-A86;A41-A65;A57-A78	-0.3318681318681318	0.7270425521856324
Ablabera_sp_1	Ablabera_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ablabera_sp/GKKP00000000.toxin_renomeado.fasta	1	0.999739	89	7	0.07865168539325842	C-x(31)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	31,8,15,7,12,3	1.0999999999999996	-0.40337078651685393	0.10112359550561799	28.271910112359546	SP(Sec/SPI)	1	73.27687687586918	28.806008827461625	1.0	25.374357142659438	0.0	0.0	0.0	0.0	7.0	3.0	A35-A85;A44-A68;A60-A81	-0.40337078651685393	0.6818438775829314
Lamprohiza_splendidula_1	Lamprohiza_splendidula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lamprohiza_splendidula/Lamprohiza_splendidula.fas.pasta.toxin_renomeado.fasta	0	0.007027	98	4	0.04081632653061224	C-x(14)-C-x(9)-C-x(23)-C	14,9,23	3.0	0.08163265306122448	0.0816326530612245	28.616326530612234	OTHER	0	88.85358229514475	12.128974960175796	1.0	14.086209678409706	0.0	0.0	0.0	0.0	4.0	2.0	A25-A40;A50-A74	0.08163265306122448	0.6568278332888823
Elaphrus_aureus_2	Elaphrus_aureus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elaphrus_aureus/Elaphrus_aureus.fas.pasta.toxin_renomeado.fasta	0	0.001649	95	5	0.05263157894736842	C-x(13)-C-x(9)-C-x(29)-C-x(12)-C	13,9,29,12	1.0999999999999996	-0.019999999999999997	0.10526315789473685	36.25473684210524	OTHER	0	92.04547245041776	7.740725601463389	1.0	13.788612987160647	0.0	0.0	0.0	0.0	5.0	2.0	A13-A27;A37-A67	-0.019999999999999997	0.6372715758628865
Batrachomatus_nannup_1	Batrachomatus_nannup	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Batrachomatus_nannup/Batrachomatus_nannup.fas.pasta.toxin_renomeado.fasta	0	0.003563	98	4	0.04081632653061224	C-x(12)-C-x(10)-C-x(23)-C	12,10,23	3.1999999999999993	0.016326530612244875	0.1326530612244898	37.51846938775509	OTHER	0	86.70013208527861	11.866946818557842	1.0	14.801104047759093	0.0	0.0	0.0	0.0	4.0	2.0	A22-A35;A46-A70	0.016326530612244875	0.6318523710295231
Lilioceris_merdigera_1	Lilioceris_merdigera	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lilioceris_merdigera/Lilioceris_merdigera.fas.pasta.toxin_renomeado.fasta	0	0.001582	95	5	0.05263157894736842	C-x(14)-C-x(10)-C-x(23)-C-x(22)-C	14,10,23,22	2.0	-0.16315789473684214	0.10526315789473685	39.272631578947355	OTHER	0	93.74336589128815	7.8720877638171025	1.0	13.72799801048775	0.0	0.0	0.0	0.0	5.0	2.0	A20-A35;A46-A70	-0.16315789473684214	0.5985689410440098
Micromalthus_debilis_1	Micromalthus_debilis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Micromalthus_debilis/Micromalthus_debilis.fas.pasta.toxin_renomeado.fasta	0	0.016104	97	4	0.041237113402061855	C-x(17)-C-x(10)-C-x(33)-C	17,10,33	2.0	-0.17938144329896913	0.12371134020618557	27.56391752577318	OTHER	0	94.092945180584	6.754607134330085	1.0	14.440272143247475	0.0	0.0	0.0	0.0	4.0	2.0	A10-A28;A39-A73	-0.17938144329896913	0.5917272083122848
Byrrhus_pilula_2	Byrrhus_pilula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Byrrhus_pilula/Byrrhus_pilula.fas.pasta.toxin_renomeado.fasta	0	0.002675	80	4	0.05	C-x(14)-C-x(9)-C-x(23)-C	14,9,23	4.4	-0.17375000000000002	0.0625	35.11499999999998	OTHER	0	91.94916107510561	7.158866057162023	1.0	12.812068596066466	0.0	0.0	0.0	0.0	4.0	2.0	A8-A23;A33-A57	-0.17375000000000002	0.5902479026877641
Platycerus_caraboides_2	Platycerus_caraboides	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Platycerus_caraboides/GKJF00000000.toxin_renomeado.fasta	0	0.005145	98	5	0.05102040816326531	C-x(18)-C-x(10)-C-x(16)-C-x(13)-C	18,10,16,13	2.0	-0.2142857142857141	0.11224489795918369	20.190918367346942	OTHER	0	93.12416006469726	6.630500298001741	1.0	13.952865990006094	0.0	0.0	0.0	0.0	5.0	2.0	A13-A32;A43-A74	-0.2142857142857141	0.5812797879168452
Geotrupes_spiniger_1	Geotrupes_spiniger	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Geotrupes_spiniger/GKIY00000000.toxin_renomeado.fasta	0	0.009236	69	4	0.057971014492753624	C-x(10)-C-x(16)-C-x(13)-C	10,16,13	1.0	0.3869565217391304	0.10144927536231885	30.189999999999994	OTHER	0	93.9091422246446	6.078001361276399	1.0	13.599278966486334	0.0	0.0	0.0	0.0	4.0	1.0	A14-A45	0.3869565217391304	0.565352565706539
Oxysternon_conspicillatum_2	Oxysternon_conspicillatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Oxysternon_conspicillatum/Oxysternon_conspicillatum.fas.pasta.toxin_renomeado.fasta	0	0.002358	90	4	0.044444444444444446	C-x(15)-C-x(9)-C-x(32)-C	15,9,32	3.1999999999999993	-0.2677777777777777	0.08888888888888889	36.807777777777765	OTHER	0	90.40513585190234	8.801287303369374	1.0	14.517774522164883	0.0	0.0	0.0	0.0	4.0	2.0	A6-A22;A32-A65	-0.2677777777777777	0.5567906174075337
Dastarcus_helophoroides_2	Dastarcus_helophoroides	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dastarcus_helophoroides/Dastarcus_helophoroides.fas.pasta.toxin_renomeado.fasta	0	0.004939	83	4	0.04819277108433735	C-x(12)-C-x(9)-C-x(23)-C	12,9,23	1.3000000000000007	-0.32409638554216863	0.07228915662650603	29.773493975903605	OTHER	0	93.38020570972297	8.414193746051987	1.0	12.940284775985866	0.0	0.0	0.0	0.0	4.0	2.0	A12-A25;A35-A59	-0.32409638554216863	0.5482697913827412
Byrrhus_pilula_4	Byrrhus_pilula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Byrrhus_pilula/Byrrhus_pilula.fas.pasta.toxin_renomeado.fasta	0	0.037404	95	6	0.06315789473684211	C-x(1)-C-x(6)-C-x(24)-C-x(8)-C-x(12)-C	1,6,24,8,12	6.0	-0.2747368421052632	0.16842105263157894	16.979052631578945	OTHER	0	84.56880656199239	19.047665594859208	1.0	14.863339190544822	0.0	0.0	0.0	0.0	6.0	2.0	A17-A51;A60-A73	-0.2747368421052632	0.5447904374576126
Nicrophorus_orbicollis_1	Nicrophorus_orbicollis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Nicrophorus_orbicollis/Nicrophorus_orbicollis.fas.pasta.toxin_renomeado.fasta	0	0.001439	94	4	0.0425531914893617	C-x(20)-C-x(8)-C-x(34)-C	20,8,34	6.300000000000001	-0.2797872340425532	0.09574468085106383	37.34787234042552	OTHER	0	86.97468585655338	12.285633177991452	1.0	15.44723874496821	0.0	0.0	0.0	0.0	4.0	2.0	A3-A24;A33-A68	-0.2797872340425532	0.5441388423009579
Dichotomius_satanas_5	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	0	0.028196	63	4	0.06349206349206349	C-x(10)-C-x(23)-C-x(10)-C	10,23,10	2.0	0.26825396825396836	0.07936507936507936	33.685714285714276	OTHER	0	94.49938225473365	6.502583459367353	1.0	12.741835445394463	0.0	0.0	0.0	0.0	4.0	1.0	A14-A38	0.26825396825396836	0.5325976619860404
Hoplia_philanthus_1	Hoplia_philanthus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hoplia_philanthus/GKJE00000000.toxin_renomeado.fasta	0	0.003514	93	5	0.053763440860215055	C-x(15)-C-x(8)-C-x(31)-C-x(27)-C	15,8,31,27	4.0	-0.3365591397849462	0.12903225806451613	31.325806451612877	OTHER	0	87.89085750131356	10.086509889233104	1.0	14.875837918719782	0.0	0.0	0.0	0.0	5.0	2.0	A6-A22;A31-A63	-0.3365591397849462	0.5322002620328539
Aromia_moschata_1	Aromia_moschata	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aromia_moschata/Aromia_moschata.fas.pasta.toxin_renomeado.fasta	0	0.004144	89	6	0.06741573033707865	C-x(14)-C-x(10)-C-x(27)-C-x(26)-C-x(1)-C	14,10,27,26,1	2.3000000000000007	-0.4146067415730336	0.10112359550561797	16.447191011235955	OTHER	0	93.14855663204052	7.894918423450945	1.0	14.239287853911168	0.0	0.0	0.0	0.0	6.0	2.0	A6-A21;A32-A60	-0.4146067415730336	0.5253433016924609
Byrrhus_pilula_3	Byrrhus_pilula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Byrrhus_pilula/Byrrhus_pilula.fas.pasta.toxin_renomeado.fasta	0	0.004978	92	4	0.043478260869565216	C-x(14)-C-x(9)-C-x(28)-C	14,9,28	5.1	-0.37499999999999983	0.07608695652173914	36.74021739130433	OTHER	0	90.58819469134924	8.594997819165132	1.0	13.512281228864202	0.0	0.0	0.0	0.0	4.0	2.0	A13-A28;A38-A67	-0.37499999999999983	0.5248400519457646
Neoserica_sp_2	Neoserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Neoserica_sp/GKKO00000000.toxin_renomeado.fasta	0	0.028543	63	4	0.06349206349206349	C-x(10)-C-x(23)-C-x(10)-C	10,23,10	2.0999999999999996	0.23174603174603195	0.07936507936507936	17.319047619047627	OTHER	0	93.90908047971169	7.770686070440852	1.0	12.802572501083626	0.0	0.0	0.0	0.0	4.0	1.0	A14-A38	0.23174603174603195	0.5201695265961047
Acalymma_vittatum_4	Acalymma_vittatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Acalymma_vittatum/Acalymma_vittatum.fas.pasta.toxin_renomeado.fasta	1	0.992492	98	3	0.030612244897959183	C-x(15)-C-x(17)-C	15,17	5.300000000000001	0.4459183673469385	0.0816326530612245	23.317346938775504	SP(Sec/SPI)	1	69.53072204436847	18.464920175608196	0.0	25.228887789072573	0.0	0.0	0.0	0.0	3.0	1.0	A60-A76	0.4459183673469385	0.5152553765394925
Microcara_testacea_2	Microcara_testacea	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Microcara_testacea/Microcara_testacea.fas.pasta.toxin_renomeado.fasta	0	0.0048	69	4	0.057971014492753624	C-x(10)-C-x(16)-C-x(13)-C	10,16,13	1.0999999999999996	0.23188405797101447	0.08695652173913043	18.14202898550725	OTHER	0	91.46148935461875	6.8626999043734696	1.0	13.779971033439063	0.0	0.0	0.0	0.0	4.0	1.0	A14-A45	0.23188405797101447	0.5127116944010397
Maechidius_sp_2	Maechidius_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Maechidius_sp/GKKI00000000.toxin_renomeado.fasta	0	0.001879	95	4	0.042105263157894736	C-x(18)-C-x(20)-C-x(3)-C	18,20,3	2.0999999999999996	-0.41789473684210515	0.18947368421052632	24.09263157894737	OTHER	0	86.78758574161178	14.339737764821805	1.0	17.08671033111054	0.0	0.0	0.0	0.0	4.0	2.0	A51-A70;A91-A95	-0.41789473684210515	0.5021268590908716
Inopeplus_dimidiatus_1	Inopeplus_dimidiatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Inopeplus_dimidiatus/Inopeplus_dimidiatus.fas.pasta.toxin_renomeado.fasta	0	0.005133	88	4	0.045454545454545456	C-x(8)-C-x(9)-C-x(13)-C	8,9,13	3.0999999999999996	0.30340909090909085	0.06818181818181818	29.993181818181817	OTHER	0	79.50145320892334	19.730067639765167	1.0	26.250667815358987	0.0	0.0	0.0	0.0	4.0	1.0	A12-A36	0.30340909090909085	0.501139996658672
Acalymma_vittatum_5	Acalymma_vittatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Acalymma_vittatum/Acalymma_vittatum.fas.pasta.toxin_renomeado.fasta	1	0.991987	94	3	0.031914893617021274	C-x(15)-C-x(17)-C	15,17	3.3000000000000007	0.34255319148936186	0.0851063829787234	23.40851063829787	SP(Sec/SPI)	1	67.88586691910615	18.574539005617943	0.0	23.956370562512312	0.0	0.0	0.0	0.0	3.0	1.0	A56-A72	0.34255319148936186	0.48045934814882924
Allokotarsa_sp_1	Allokotarsa_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Allokotarsa_sp/GKKN00000000.toxin_renomeado.fasta	0	0.014764	85	4	0.047058823529411764	C-x(10)-C-x(28)-C-x(8)-C	10,28,8	1.0	0.11058823529411767	0.10588235294117647	27.194117647058814	OTHER	0	92.62810344755836	10.22982365574936	1.0	14.994697558490076	0.0	0.0	0.0	0.0	4.0	1.0	A28-A57	0.11058823529411767	0.4765114350894842
Sisyphus_schaefferi_1	Sisyphus_schaefferi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sisyphus_schaefferi/GKIS00000000.toxin_renomeado.fasta	0	0.006324	62	3	0.04838709677419355	C-x(10)-C-x(23)-C	10,23	2.0	0.09354838709677418	0.08064516129032258	34.35483870967743	OTHER	0	94.05258131692575	6.421668170114591	1.0	12.846947573784973	0.0	0.0	0.0	0.0	3.0	1.0	A13-A37	0.09354838709677418	0.47529274361489504
Hydrochara_caraboides_1	Hydrochara_caraboides	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hydrochara_caraboides/Hydrochara_caraboides.fas.pasta.toxin_renomeado.fasta	0	0.031837	81	4	0.04938271604938271	C-x(10)-C-x(28)-C-x(8)-C	10,28,8	1.1999999999999993	0.04197530864197528	0.09876543209876543	36.42222222222221	OTHER	0	93.24941445947663	6.9338494573851905	1.0	13.75957841398013	0.0	0.0	0.0	0.0	4.0	1.0	A28-A57	0.04197530864197528	0.4580618077536298
Alurnus_ornatus_1	Alurnus_ornatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Alurnus_ornatus/Alurnus_ornatus.fas.pasta.toxin_renomeado.fasta	0	0.016118	63	2	0.031746031746031744	C-x(23)-C	23	1.0	0.07142857142857137	0.09523809523809523	22.87301587301587	OTHER	0	91.07567329490948	8.138890258227455	1.0	12.723660415238529	0.0	0.0	0.0	0.0	2.0	1.0	A15-A39	0.07142857142857137	0.45705426260235305
Serangium_japonicum_1	Serangium_japonicum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Serangium_japonicum/Serangium_japonicum.fas.pasta.toxin_renomeado.fasta	0	0.009463	81	4	0.04938271604938271	C-x(10)-C-x(28)-C-x(8)-C	10,28,8	2.3000000000000007	0.01358024691358025	0.09876543209876543	30.612345679012343	OTHER	0	92.81199669528317	7.140235403650609	1.0	13.706363604718293	0.0	0.0	0.0	0.0	4.0	1.0	A28-A57	0.01358024691358025	0.4484497448246277
Spercheus_emarginatus_3	Spercheus_emarginatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Spercheus_emarginatus/GDMT00000000.toxin_renomeado.fasta	0	0.013643	81	4	0.04938271604938271	C-x(10)-C-x(28)-C-x(8)-C	10,28,8	3.1999999999999993	0.0012345679012345635	0.09876543209876543	31.49876543209876	OTHER	0	92.92207175250155	7.2491387008864745	1.0	13.798180129588976	0.0	0.0	0.0	0.0	4.0	1.0	A28-A57	0.0012345679012345635	0.44502122876397
Onthophagus_curvicornis_2	Onthophagus_curvicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_curvicornis/Onthophagus_curvicornis.fas.pasta.toxin_renomeado.fasta	0	0.003827	91	5	0.054945054945054944	C-x(10)-C-x(9)-C-x(13)-C-x(40)-C	10,9,13,40	2.0999999999999996	0.0648351648351649	0.10989010989010989	22.493406593406586	OTHER	0	83.37352361420592	13.849740739228723	1.0	24.189553833652553	0.0	0.0	0.0	0.0	5.0	1.0	A14-A38	0.0648351648351649	0.441620622222328
Copris_lunaris_2	Copris_lunaris	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Copris_lunaris/GKIU00000000.toxin_renomeado.fasta	0	0.004646	89	5	0.056179775280898875	C-x(10)-C-x(9)-C-x(13)-C-x(41)-C	10,9,13,41	1.0999999999999996	0.005617977528089878	0.10112359550561797	31.72247191011235	OTHER	0	88.49539129913646	10.164383044621468	1.0	23.419799679084758	0.0	0.0	0.0	0.0	5.0	1.0	A14-A38	0.005617977528089878	0.43696881532649284
Liopterus_haemorrhoidalis_2	Liopterus_haemorrhoidalis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Liopterus_haemorrhoidalis/Liopterus_haemorrhoidalis.fas.pasta.toxin_renomeado.fasta	1	0.951708	96	3	0.03125	C-x(15)-C-x(27)-C	15,27	4.300000000000001	0.11458333333333341	0.09375	27.465625000000003	SP(Sec/SPI)	1	73.57328832520523	18.9422119897092	1.0	20.03639398285416	0.0	0.0	0.0	0.0	3.0	1.0	A48-A64	0.11458333333333341	0.4261207208130131
Diabrotica_virgifera_1	Diabrotica_virgifera	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diabrotica_virgifera/Diabrotica_virgifera.fas.pasta.toxin_renomeado.fasta	0	0.010596	62	3	0.04838709677419355	C-x(10)-C-x(24)-C	10,24	2.0999999999999996	-0.05483870967741942	0.0967741935483871	19.240322580645152	OTHER	0	88.97939277367581	10.27136299098649	1.0	12.737624385739894	0.0	0.0	0.0	0.0	3.0	1.0	A14-A39	-0.05483870967741942	0.41809364322451215
Callosobruchus_maculatus_1	Callosobruchus_maculatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Callosobruchus_maculatus/Callosobruchus_maculatus.fas.pasta.toxin_renomeado.fasta	0	0.046576	69	3	0.043478260869565216	C-x(10)-C-x(27)-C	10,27	3.3	-0.08840579710144934	0.08695652173913043	35.70724637681159	OTHER	0	93.32920944455113	8.67267324028364	1.0	13.911231539697004	0.0	0.0	0.0	0.0	3.0	1.0	A14-A42	-0.08840579710144934	0.41767084969833435
Ceutorhynchus_napi_2	Ceutorhynchus_napi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ceutorhynchus_napi/Ceutorhynchus_napi.fas.pasta.toxin_renomeado.fasta	0	0.05871	67	3	0.04477611940298507	C-x(10)-C-x(27)-C	10,27	3.2	-0.0999999999999999	0.08955223880597014	31.108955223880585	OTHER	0	94.25092744058178	7.104106371372497	1.0	13.335808874720005	0.0	0.0	0.0	0.0	3.0	1.0	A14-A42	-0.0999999999999999	0.41682134845220076
Megasternum_obscurum_1	Megasternum_obscurum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Megasternum_obscurum/Megasternum_obscurum.fas.pasta.toxin_renomeado.fasta	0	0.001036	99	2	0.020202020202020204	C-x(36)-C	36	3.1999999999999993	-0.033333333333333395	0.1616161616161616	37.85959595959596	OTHER	0	88.58264119853551	9.941260076717166	1.0	15.377531702457174	0.0	0.0	0.0	0.0	2.0	1.0	A19-A56	-0.033333333333333395	0.4165071080468439
Onthophagus_curvicornis_3	Onthophagus_curvicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_curvicornis/Onthophagus_curvicornis.fas.pasta.toxin_renomeado.fasta	0	0.004092	64	3	0.046875	C-x(11)-C-x(23)-C	11,23	5.0	-0.08593750000000007	0.109375	-9.775	OTHER	0	91.56082153320312	8.066742599235308	1.0	13.10315164028117	0.0	0.0	0.0	0.0	3.0	1.0	A15-A39	-0.08593750000000007	0.4148395538330078
Hydroscapha_redfordi_2	Hydroscapha_redfordi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hydroscapha_redfordi/Hydroscapha_redfordi.fas.pasta.toxin_renomeado.fasta	0	0.003633	63	3	0.047619047619047616	C-x(8)-C-x(26)-C	8,26	3.0	-0.11587301587301595	0.09523809523809523	20.936507936507933	OTHER	0	94.3886863821644	6.492771755233038	1.0	12.731562876168868	0.0	0.0	0.0	0.0	3.0	1.0	A12-A39	-0.11587301587301595	0.41311457309826816
Tenebrio_molitor_1	Tenebrio_molitor	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Tenebrio_molitor/Tenebrio_molitor.fas.pasta.toxin_renomeado.fasta	0	0.028273	67	3	0.04477611940298507	C-x(10)-C-x(27)-C	10,27	3.2	-0.11791044776119392	0.08955223880597014	38.77910447761193	OTHER	0	94.31912172816233	6.634232540266591	1.0	13.402611765402503	0.0	0.0	0.0	0.0	3.0	1.0	A14-A42	-0.11791044776119392	0.4116186998427939
Bolboceras_sp_2	Bolboceras_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Bolboceras_sp/GKKA00000000.toxin_renomeado.fasta	0	0.004868	71	4	0.056338028169014086	C-x(8)-C-x(29)-C-x(27)-C	8,29,27	1.0999999999999996	-0.11126760563380278	0.1267605633802817	29.456338028169	OTHER	0	90.71158468527872	7.7987554381643305	1.0	14.412332836337082	0.0	0.0	0.0	0.0	4.0	1.0	A11-A41	-0.11126760563380278	0.4074831870653095
Byrrhus_pilula_1	Byrrhus_pilula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Byrrhus_pilula/Byrrhus_pilula.fas.pasta.toxin_renomeado.fasta	1	0.978388	98	3	0.030612244897959183	C-x(9)-C-x(28)-C	9,28	1.1999999999999993	0.03469387755102062	0.14285714285714285	31.307142857142857	SP(Sec/SPI)	1	75.65391971346324	22.344355407920403	1.0	15.390942566695392	0.0	0.0	0.0	0.0	3.0	1.0	A40-A69	0.03469387755102062	0.4071960237734541
Zophobas_atratus_1	Zophobas_atratus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Zophobas_atratus/Zophobas_atratus.fas.pasta.toxin_renomeado.fasta	0	0.001465	96	4	0.041666666666666664	C-x(46)-C-x(0)-C-x(15)-C	46,0,15	1.0999999999999996	-0.14374999999999993	0.11458333333333334	21.961562499999992	OTHER	0	93.1798794808956	8.958178279150136	1.0	15.700527552252945	0.0	0.0	0.0	0.0	4.0	1.0	A66-A82	-0.14374999999999993	0.40024136536890564
Eophileurus_sp_1	Eophileurus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Eophileurus_sp/GKKC00000000.toxin_renomeado.fasta	0	0.012939	63	3	0.047619047619047616	C-x(10)-C-x(23)-C	10,23	4.0	-0.16825396825396832	0.07936507936507936	14.184126984126982	OTHER	0	94.4786738851796	6.434501620481021	1.0	12.95583276868603	0.0	0.0	0.0	0.0	3.0	1.0	A14-A38	-0.16825396825396832	0.39762525614152044
Aphodius_scrutator_3	Aphodius_scrutator	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_scrutator/GKIV00000000.toxin_renomeado.fasta	0	0.005068	75	3	0.04	C-x(8)-C-x(23)-C	8,23	2.0999999999999996	-0.13066666666666663	0.12	11.744000000000002	OTHER	0	88.49313368595821	11.3900167974472	1.0	13.119866943092239	0.0	0.0	0.0	0.0	3.0	1.0	A26-A50	-0.13066666666666663	0.39203283421489554
Platycerus_caraboides_1	Platycerus_caraboides	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Platycerus_caraboides/GKJF00000000.toxin_renomeado.fasta	0	0.015402	74	4	0.05405405405405406	C-x(10)-C-x(9)-C-x(22)-C	10,9,22	4.0	-0.18918918918918912	0.12162162162162163	22.656756756756756	OTHER	0	93.6223435239843	5.98043459471034	1.0	14.701284014330675	0.0	0.0	0.0	0.0	4.0	1.0	A14-A47	-0.18918918918918912	0.39081261556671754
Ablabera_sp_2	Ablabera_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ablabera_sp/GKKP00000000.toxin_renomeado.fasta	0	0.009362	71	3	0.04225352112676056	C-x(11)-C-x(27)-C	11,27	3.0	-0.13802816901408463	0.15492957746478872	35.24647887323943	OTHER	0	88.4516932236875	12.303554351067444	1.0	14.572253043511635	0.0	0.0	0.0	0.0	3.0	1.0	A15-A43	-0.13802816901408463	0.39028416263668353
